Název titulu v AIS,číslo titulu v AIS,rok,žánr,číslo zdroje digitalizace obrazu v AIS,číslo zdroje digitalizace zvuku v AIS,datum digitalizace,místo digitalizace,technologie digitalizace,délka v sekundách,poznámky,kontrola kvality
ZF 0030,3900067,,zpravodajský film,KF-K 023075,KF-K 023075,2014,Barrandov,HD telecine,"520,040000",,
ZF 0046,3900046,,zpravodajský film,KF-K 023182,KF-K 023182,2014,Česká televize,HD telecine,"608,320000",,
ZF 0059 PRAHA 1917 A 1920,3900147,,zpravodajský film,KF-K 023258,x,2015,Barrandov,HD telecine,"616,520000",,
ZF 0075,3900161,1942,zpravodajský film,KF-K 23324,x,2016,Barrandov,HD telecine,"737,16",,
ZF 0088,3900169,1939,zpravodajský film,KF-K 23346,KF-K 23346,2016,Barrandov,HD telecine,"585,36",,
ZF 0109,3900058,1942,zpravodajský film,KF-K 40791,x,2016,Barrandov,HD telecine,"679,04",,
ZF 0116 CÍSAŘ KAREL I. NA BALKÁNĚ,3901680,1916,zpravodajský,KF-K 31006,x,2016,Barrandov,HD telecine,"637,48",,
ZF 0121,3900196,1943,zpravodajský film,KF-K 23395,KF-K 23395,2016,Barrandov,HD telecine,"539,60",,
ZF 0121,3900196,,zpravodajský film,KF-K 023395,KF-K 023395,2015,UPP,HD sken,"539,600000",,
ZF 0127,3900202,,zpravodajský film,KF-K 023377,KF-K 023377,2014,Barrandov,HD telecine,"582,160000",,
ZF 0143,3900217,,zpravodajský film,KF-K 002310,KF-K 002310,2014,Barrandov,HD telecine,"407,040000",,
ZF 0153,3900227,,zpravodajský film,KF-K 023413,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""SLAVNOST V RUDOLFINU"", pro projekt EFG 1914",
ZF 0180,3900254,,zpravodajský film,KF-K 023466,x,2015,UPP,HD sken,"408,083333",,
ZF 0181,3900255,,zpravodajský film,KF-K 023467,KF-K 023467,2015,Barrandov,HD telecine,"913,040000",,
ZF 0186,3900260,1930,zpravodajský film,KF-K 23428,x,2016,Barrandov,HD telecine,"556,04",,
ZF 0190,3900264,,zpravodajský film,KF-K 023469,x,2015,UPP,HD sken,"587,720000",,
ZF 0192,3900266,,zpravodajský film,KF-K 023503,KF-K 023503,2016,Barrandov,HD telecine,"455,32",,
ZF 0196,3900270,,zpravodajský film,KF-K 023504,KF-K 023504,2014,Česká televize,HD telecine,"356,200000",,
ZF 0211,3900285,,zpravodajský film,KF-K 023509,KF-K 023509,2015,Česká televize,HD telecine,"348,000000",,
ZF 0235,3900307,,zpravodajský film,KF-K 023535,x,2015,Barrandov,HD telecine,"697,600000",,
ZF 0243,3900615,,zpravodajský film,KF-K 023725,x,2015,Barrandov,HD telecine,,,
ZF 0254,3900007,,zpravodajský film,KF-K 023560,x,2015,Barrandov,HD telecine,"821,040000",,
ZF 0263,3900006,,zpravodajský film,KF-K 023614,KF-K 023614,2016,Barrandov,HD telecine,"509,56",,
ZF 0268,3900333,,zpravodajský film,KF-K 023616,x,2016,Barrandov,HD telecine,"479,68",,
ZF 0272,3900337,,zpravodajský film,KF-K 023573,KF-K 023573,2015,Česká televize,HD telecine,"525,040000",,
ZF 0278,3900343,,zpravodajský film,KF-K 023620,x,2014,Barrandov,HD telecine,"414,200000",,
ZF 0291,3900355,,zpravodajský film,KF-K 023607,KF-K 023607,2014,Barrandov,HD telecine,"686,200000",,
ZF 0297,3900361,,zpravodajský film,KF-K 025007,x,2014,Barrandov,HD telecine,"514,040000",,
ZF 0328,3900391,,zpravodajský film,KF-K 023604,x,2014,Barrandov,HD telecine,"385,600000",,
ZF 0335,3900398,,zpravodajský film,KF-K 023681,KF-K 023681,2015,UPP,HD sken,"705,916667",,
ZF 0344,3900407,,zpravodajský film,KF-K 023689,KF-K 023689,2014,Česká televize,HD telecine,"645,240000",,
ZF 0350,3900413,,zpravodajský film,KF-K 023695,KF-K 023695,2015,Barrandov,HD telecine,"703,040000",,
ZF 0351,3900414,1939,zpravodajský film,KF-K 23732,KF-K 23732,2016,Barrandov,HD telecine,"808,80",,
ZF 0352,3900415,,zpravodajský film,KF-K 023696,KF-K 023696,2015,Barrandov,HD telecine,"753,080000",,
ZF 0356,3900419,,zpravodajský film,KF-K 023700,KF-K 023700,2015,Barrandov,HD telecine,"753,040000",,
ZF 0367,3900662,,zpravodajský film,KF-K 023675,K-KF 023675,2014,Barrandov,HD telecine,"603,000000",,
ZF 0369 LIDICE,3900432,,zpravodajský film,KF-K 24037,x,2014,Barrandov,HD telecine,"2031,560000",,
ZF 0372,3900434,,zpravodajský film,KF-K 023701,KF-K 023701,2015,Česká televize,HD telecine,"412,480000",,
ZF 0380,3900023,1942,zpravodajský film,KF-K 23713,KF-K 23713,2016,Barrandov,HD telecine,"1 030,28",,
ZF 0386,3900029,,zpravodajský film,KF-K 023921,KF-K 023921,2015,Barrandov,HD telecine,"761,080000",,
ZF 0393,3900036,,zpravodajský film,KF-K 023922,KF-K 023922,2015,Barrandov,HD telecine,"1048,040000",,
ZF 0423,3900464,,zpravodajský film,KF-K 023993,KF-K 023993,2016,Barrandov,HD telecine,"398,44",,
ZF 0438,3900478,,zpravodajský film,KF-K 023846,KF-K 023846,2015,Barrandov,HD telecine,"585,221600",,
ZF 0494,3900526,1943,zpravodajský film,KF-K 24011,KF-K 24011,2016,Barrandov,HD telecine,"445,88",,
ZF 0507,3900539,,zpravodajský film,KF-K 024143,KF-K 024143,2014,Barrandov,HD telecine,"471,040000",,
ZF 0511,3900544,,zpravodajský film,KF-K 024146,KF-K 024146,2014,Česká televize,HD telecine,"693,800000",,
ZF 0529,3900562,,zpravodajský film,KF-K 024153,KF-K 024153,2016,Barrandov,HD telecine,"353,28",,
ZF 0534,3900567,,zpravodajský film,KF-K 024162,KF-K 024162,2014,Barrandov,HD telecine,"573,040000",,
ZF 0536 VLASOVCI V PRAZE,3900569,,zpravodajský film,KF-K 024160,x,2014,Barrandov,HD telecine,"603,480000",,
ZF 0540,3900573,,zpravodajský film,KF-K 024054,x,2015,Barrandov,HD telecine,"445,880000",,
ZF 0543,3900576,,zpravodajský film,KF-K 024431,x,2015,UPP,HD sken,"551,720000",,
ZF 0555,3900586,,zpravodajský film,KF-K 024433,x,2014,Barrandov,HD telecine,"507,880000",,
ZF 0588,3900614,,zpravodajský film,KF-K 024332,x,2014,Barrandov,HD telecine,"281,280000",,
ZF 0595,3900621,1934,zpravodajský film,KF-K 24278,x,2016,Barrandov,HD telecine,"630,56",,
ZF 0603,3900630,,zpravodajský film,KF-K 026177,KF-K 026177,2014,Barrandov,HD telecine,"628,320000",,
ZF 0629,3900654,,zpravodajský film,KF-K 024250,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 5 ""VYSVĚCENÍ KOSTELA SV. ANTONÍNA"" (úprava rychlosti z 18 fps na 24/25 fps), pro projekt EFG 1914",
ZF 0641,3900666,,zpravodajský film,KF-K 024347,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""NÁVRAT Z MÍROVÉ KONFERENCE"" (úprava rychlosti z 18 fps na 24/25 fps) a šot č. 2 ""CVIČENÍ V KADETNÍ ŠKOLE""; pro projekt EFG 1914, úprava rychlosti z 16 fps na 24/25 fps",
ZF 0645,3900670,,zpravodajský film,KF-K 024310,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 2 ""ZKOUŠKA VÝBUŠNIN"" (úprava rychlosti z 16 fps na 24/25 fps); pro projekt EFG 1914 ",
ZF 0646,3900671,,zpravodajský film,KF-K 024415,x,2014,Barrandov,HD telecine,"633,120000",,
ZF 0656,3900681,,zpravodajský film,KF-K 024351,x,2014,Česká televize,HD telecine,"488,040000",,
ZF 0663 ZAHÁJENÍ PAROPLAVBY NA ŘECE VLTAVĚ,3900688,,zpravodajský film,KF-K 024396,x,2015,Barrandov,HD telecine,"403,040000",,
ZF 0664 ,3900689,,zpravodajský film,KF-K 024382,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""VOJENSKÁ NEMOCNICE"" (úprava rychlosti z 16 fps na 24/25 fps), pro projekt EFG 1914 ",
ZF 0669,3900694,,zpravodajský film,KF-K 024384,x,2014,Česká televize,HD telecine,"499,600000",,
ZF 0670,3900695,,zpravodajský film,KF-K 024357,x,2014,Česká televize,HD telecine,"575,680000",,
ZF 0697,3900721,,zpravodajský film,KF-K 026588,KF-K 026588,2014,Barrandov,HD telecine,"561,320000",,
ZF 0710 ODKRÝVÁNÍ HROMADNÝCH HROBŮ V TEREZÍNĚ,3900730,1945,zpravodajský film,KF-K 26299,x,2016,Barrandov,HD telecine,"409,28",,
ZF 0729,3900748,,zpravodajský film,KF-K 026514,KF-K 026514,2016,Barrandov,HD telecine,"755,04",,
ZF 0750,3900769,,zpravodajský film,KF-K 026472,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""NÁVRAT PRVNÍHO PLUKU MISTRA JANA HUSI DO VLASTI"" (úprava rychlosti z 18 fps na 24/25 fps), pro projekt EFG 1914 ",
ZF 0752,3900771,1935,zpravodajský film,KF-K 26495,x,2016,Barrandov,HD telecine,"472,20",,
ZF 0765,3900782,,zpravodajský film,KF-K 026554,x,2014,Barrandov,HD telecine,"288,040000",,
ZF 0769 KOSTÝMNÍ KAMEROVÉ ZKOUŠKY,3901710,,zpravodajský film,KF-K 026545,x,2015,Česká televize,HD telecine,"491,920000",,
ZF 0783,3900799,,zpravodajský film,KF-K 026585,K-KF 026585,2014,Barrandov,HD telecine,"441,560000",,
ZF 0792,3900809,,zpravodajský film,KF-K 026735,KF-K 026735,2015,Barrandov,HD telecine,"625,040000",,
ZF 0793,3900810,,zpravodajský film,KF-K 024383,x,2014,Barrandov,HD telecine,"536,280000",,
ZF 0794,3900811,,zpravodajský film,KF-K 024424,x,2014,Česká televize,HD telecine,"668,400000",,
ZF 0806,3900095,,zpravodajský film,KF-K 024474,KF-K 024474,2015,Barrandov,HD telecine,"408,040000",,
ZF 0819,3900012,,zpravodajský film,KF-K 024656,KF-K 024656,2014,Česká televize,HD telecine,"642,280000",,
ZF 0840,3900842,,zpravodajský film,KF-K 026756,KF-K 026756,2015,Barrandov,HD telecine,"653,800000",,
ZF 0847,3900847,,zpravodajský film,KF-K 026749,KF-K 026749,2015,Barrandov,HD telecine,"561,040000",,
ZF 0849,3900849,,zpravodajský film,KF-K 026750,KF-K 026750,2014,Barrandov,HD telecine,"455,040000",,
ZF 0852,3900873,,zpravodajský film,KF-K 024756,KF-K 024756,2015,Barrandov,HD telecine,"1065,040000",,
ZF 0856,3900103,1945,zpravodajský film,KF-K 24711,KF-K 24711,2016,Barrandov,HD telecine,"705,00",,
ZF 0858,3900104,,zpravodajský film,KF-K 024708,KF-K 024708,2015,Barrandov,HD telecine,"756,240000",,
ZF 0860,3900105,1934,zpravodajský film,KF-K 24886,KF-K 24886,2016,Barrandov,HD telecine,"594,04",,
ZF 0864,3900864,,zpravodajský film,KF-K 024731,x,2016,Barrandov,HD telecine,"481,04",,
ZF 0875,3900875,,zpravodajský film,KF-K 024760,KF-K 024760,2014,Barrandov,HD telecine,"626,880000",,
ZF 0880,3900880,,zpravodajský film,KF-K 024759,x,2014,Barrandov,HD telecine,"663,040000",,
ZF 0882,3900882,,zpravodajský film,KF-K 024805,x,2015,Barrandov,HD telecine,"620,840000",,
ZF 0886,3900886,,zpravodajský film,KF-K 024718,x,2014,Barrandov,HD telecine,"549,400000",,
ZF 0889,3900889,,zpravodajský film,KF-K 024785,x,2015,Barrandov,HD telecine,"501,400000",,
ZF 0910,3900910,,zpravodajský film,KF-K 024905,x,2014,Česká televize,HD telecine,"464,480000",POZOR 1FRAMOVE MEZITITULKY,
ZF 0912,3900912,,zpravodajský film,KF-F 024665,x,2014,Barrandov,HD telecine,"498,720000",,
ZF 0914,3900914,,zpravodajský film,KF-K 024842,x,2015,Barrandov,HD telecine,"543,160000",,
ZF 0918,3900918,,zpravodajský film,KF-K 024825,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 8 ""ODHALENÍ POMNÍKU PRAŽANŮM PADLÝM V 1. SV. VÁLCE"" (úprava rychlosti z 16 fps na 24/25 fps), pro projekt EFG 1914 ",
ZF 0919,3900919,1932,zpravodajský film,KF-K 24719,x,2016,Barrandov,HD telecine,"474,76",,
ZF 0923,3900923,1934,zpravodajský film,KF-K 24715,x,2016,Barrandov,HD telecine,"368,52",,
ZF 0933,3900933,,zpravodajský film,KF-K 025519,x,2015,UPP,HD sken,,,
ZF 0937,3900937,1935,zpravodajský film,KF-K 24844,x,2016,Barrandov,HD telecine,"515,00",,
ZF 0939,3900939,,zpravodajský film,KF-K 026016,x,2015,UPP,HD sken,"458,040000",,
ZF 0946,3900946,,zpravodajský film,KF-K 024787,x,2016,Barrandov,HD telecine,"622,52",,
ZF 0966,3900966,,zpravodajský film,KF-K 025196,x,2014,Česká televize,HD telecine,"584,200000","poznámka paní Pavlíkové, 19.11.2014: ""2. šot uložit do DF jako Hold pražských školních dítek Jeho Veličenstvu na Staroměstském náměstí (0066889).""",
ZF 0969,3900969,,zpravodajský film,KF-K 024884,x,2014,Česká televize,HD telecine,"487,120000",,
ZF 0985,3900985,,zpravodajský film,KF-K 024856,x,2015,Barrandov,HD telecine,"597,440000",,
ZF 1000,3901000,,zpravodajský film,KF-K 024744,x,2015,Barrandov,HD telecine,"583,040000",,
ZF 1008,3901008,,zpravodajský film,KF-K 025171,x,2014,Barrandov,HD telecine,,,
ZF 1009,3901009,,zpravodajský film,KF-K 024935,x,2014,Barrandov,HD telecine,,,
ZF 1017,3901017,,zpravodajský film,KF-K 027982,x,2014,Barrandov,HD telecine,,,
ZF 1017,3901017,1930,zpravodajský film,A24918,A24918,28.3.2017,Barrandov,HD telecine,537.520000,,
ZF 1018,3901018,,zpravodajský film,KF-K 024919,x,2014,Barrandov,HD telecine,,,
ZF 1025,3901025,,zpravodajský film,KF-K 024923,x,2014,Barrandov,HD telecine,,,
ZF 1028,3901028,,zpravodajský film,KF-K 024963,KF-K 024963,2014,Barrandov,HD telecine,"449,040000",,
ZF 1031,3901031,,zpravodajský film,KF-K 026919,x,2015,Barrandov,HD telecine,"649,160000",,
ZF 1038,3901038,,zpravodajský film,KF-K 024957,KF-K 024957,2015,Česká televize,HD telecine,"765,000000",,
ZF 1046,3901046,,zpravodajský film,KF-K 024960,x,2015,Barrandov,HD telecine,"605,000000",,
ZF 1050,3901050,,zpravodajský film,KF-K 024958,x,2015,Barrandov,HD telecine,"596,040000",,
ZF 1071,3901071,,zpravodajský film,KF-K 025011,x,2014,Barrandov,HD telecine,,,
ZF 1076,3901076,,zpravodajský film,KF-K 025001,x,2014,Barrandov,HD telecine,"579,280000",,
ZF 1077,3901077,,zpravodajský film,KF-K 023599,x,2014,Barrandov,HD telecine,"595,040000",,
ZF 1079,3901079,,zpravodajský film,KF-K 025008,x,2014,Barrandov,HD telecine,"621,040000",,
ZF 1080,3901080,,zpravodajský film,KF-K 025091,x,2014,Barrandov,HD telecine,"530,040000",,
ZF 1082,3901082,,zpravodajský film,KF-K 024977,KF-K 024977,2015,Barrandov,HD telecine,"499,960000",,
ZF 1094,3901094,,zpravodajský film,KF-K 025035,KF-K 025035,2014,Barrandov,HD telecine,"651,040000",,
ZF 1122,3901122,,zpravodajský film,KF-K 025089,x,2014,Barrandov,HD telecine,"452,040000",,
ZF 1124,3901124,,zpravodajský film,KF-K 025005,x,2014,Barrandov,HD telecine,"635,040000",,
ZF 1131,3901131,,zpravodajský film,KF-K 026857,KF-K 026857,2015,UPP,HD sken,"633,080000",,
ZF 1168,3901168,,zpravodajský film,KF-K 024942,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""MOBILISACE"" ( úprava rychlosti z 16 fps na 24/25 fps), pro projekt EFG 1914",
ZF 1176,3901176,,zpravodajský film,KF-K 025314,KF-K 025314,2014,Barrandov,HD telecine,"737,600000",,
ZF 1179,3901179,,zpravodajský film,KF-K 026924,KF-K 026924,2014,Česká televize,HD telecine,"626,880000",,
ZF 1184,3901184,,zpravodajský film,KF-K 026893,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 5 ""NÁVRAT LEGIONÁŘŮ Z FRANCIE"" (úprava rychlosti z 16 fps na 24/25 fps) a šot č. 6 ""VOJENSKÝ LAZARET ZA VÁLKY"" (úprava rychlosti z 18 fps na 24/25 fps), pro projekt EFG 1914 ",
ZF 1194 VÁNOČNÍ POSELSTVÍ PRESIDENTA EMILA HÁCHY,3901194,,zpravodajský film,KF-K 025362,x,2015,Barrandov,HD telecine,"210,680000",,
ZF 1202,3901202,,zpravodajský film,KF-K 027822,x,2014,Barrandov,HD telecine,"463,800000",,
ZF 1205,3901205,,zpravodajský film,KF-K 027861,x,2014,Barrandov,HD telecine,"534,400000",,
ZF 1210,3901210,1933,zpravodajský film,KF-K 27866,x,2016,Barrandov,HD telecine,"641,52",,
ZF 1240,3901240,1939,zpravodajský film,A25430,A25430,28.3.2017,Barrandov,HD telecine,650.000000,,
ZF 1243,3901243,,zpravodajský film,KF-K 025398,KF-K 025398,,,,"647,000000",,
ZF 1247,3901247,,zpravodajský film,KF-K 025354,x,2014,Barrandov,HD telecine,"631,480000",,
ZF 1285,3901285,,zpravodajský film,KF-K 026927,x,2012,UPP,HD telecine,,"není celé ZF, jen šot č. 1 ""ODHALENÍ POMNÍKU V PŘEDMĚŘICÍCH NAD JIZEROU"" (úprava rychlosti z 18 fps na 24/25 fps), pro projekt EFG 1914",
ZF 1287,3901287,,zpravodajský film,KF-K 026912,x,2014,Barrandov,HD telecine,"318,720000",,
ZF 1364,3901364,1935,zpravodajský film,KF-K 25707,x,2016,Barrandov,HD telecine,"578,88",,
ZF 1375,3901375,1940,zpravodajský film,KF-K 25724,KF-K 25724,2016,Barrandov,HD telecine,"671,84",,
ZF 1379,3901379,,zpravodajský film,KF-K 025729,KF-K 025729,2014,Barrandov,HD telecine,"646,040000",,
ZF 1385,3901385,,zpravodajský film,KF-K 025727,KF-K 025727,2015,Česká televize,HD telecine,"654,000000",,
ZF 1386,3901386,1940,zpravodajský film,KF-K 25824,KF-K 25824,2016,Barrandov,HD telecine,"624,56",,
ZF 1428,3901428,,zpravodajský film,KF-K 025848,KF-K 025848,2014,Barrandov,HD telecine,"433,680000",,
ZF 1429,3901429,,zpravodajský film,KF-K 026991,KF-K 026991,2015,Barrandov,HD telecine,"671,960000",,
ZF 1433,3901433,,zpravodajský film,KF-K 026983,x,2014,Barrandov,HD telecine,"585,000000",,
ZF 1448,3901448,,zpravodajský film,KF-K 025867,KF-K 025867,2014,Česká televize,HD telecine,"733,840000",,
ZF 1458,3901458,,zpravodajský film,KF-K 025923,x,2015,Barrandov,HD telecine,"371,440000",,
ZF 1481,3901481,,zpravodajský film,KF-K 25964,x,2016,Barrandov,HD telecine,"601,64",,
ZF 1482,3901482,,zpravodajský film,KF-K 025963,x,2014,Barrandov,HD telecine,"672,040000",,
ZF 1487,3901487,,zpravodajský film,KF-K 025945,x,2015,Barrandov,HD telecine,"592,160000",,
ZF 1488,3901488,,zpravodajský film,KF-K 25958,x,2016,Barrandov,HD telecine,"496,32",,
ZF 1513,3901513,1945,zpravodajský film,KF-K 26020,x,2016,Barrandov,HD telecine,"413,68",,
ZF 1513,3901513,,zpravodajský film,KF-K 026020,x,2015,UPP,HD sken,"413,680000",,
ZF 1521,3901521,,zpravodajský film,KF-K 026021,x,2014,Barrandov,HD telecine,"196,800000",,
ZF 1544,3901544,,zpravodajský film,KF-K 027021,x,2015,Barrandov,HD telecine,"352,040000",,
ZF 1572,3901572,,zpravodajský film,KF-K 026146,KF-K 026146,2014,Česká televize,HD telecine,"408,560000",,
ZF 1577,3901577,,zpravodajský film,KF-K 026157,x,2015,Barrandov,HD telecine,"282,250400",,
ZF 1581,3901581,,zpravodajský film,KF-K 026185,x,2014,Barrandov,HD telecine,,,
ZF 1593,3901593,1943,zpravodajský film,A27010,A27010,28.3.2017,Barrandov,HD telecine,443.360000,,
ZF 1613,3901074,1944,zpravodajský film,KF-K 27218,x,2016,Barrandov,HD telecine,"268,04",,
ZF 1621,3901214,,zpravodajský film,KF-K 027298,x,2016,Barrandov,HD telecine,"634,24",,
ZF 1651,3901609,1945,zpravodajský film,KF-K 31474,x,2016,Barrandov,HD telecine,"548,04",,
ZF 1681,3901615,,zpravodajský film,KF-K 031803,x,2012,Barrandov,HD telecine,"291,400000","pozor, přejmenováno v AIS na ""GHETTO TEREZÍN 1942 (VÝSTŘIHY)""",
ZF 1715,3901760,1942,zpravodajský film,KF-K 40532,KF-K 40532,2016,Barrandov,HD telecine,"839,04",,
ZF 1717,3901762,1944,zpravodajský film,KF-K 40572,x,2016,Barrandov,HD telecine,"526,04",,
ZF 1732,3901673,,zpravodajský film,KF-K 010690,x,2014,Barrandov,HD telecine,"69,960000",,
ZF 1808 OLYMPIJSKÁ ŠTAFETA 1936,3901859,,zpravodajský film,KF-K 25888,x,2016,Barrandov,HD telecine,,,
ZF 343,3900406,1938,zpravodajský film,A23688,A23688,28.3.2017,Barrandov,HD telecine,793.840000,,
ZF 3989,3901767,,zpravodajský film,KF-K 23147,x,2016,Barrandov,HD telecine,"484,04",,
ZF 4655,3921615,,zpravodajský film,KF-K 031503,x,2015,Barrandov,HD telecine,"1180,040000",,
ZF 5154,3928016,1975,zpravodajský film,KF-K 45788,x,2016,UPP / Cinepost,HD telecine,"1 490,40",,
ZF 5180,3504718,,zpravodajský film,KF-K 45239,KF-K 45239,2016,Barrandov,HD telecine,"530,76",,
ZF 5198,3928117,,zpravodajský film,,,2016,Barrandov,HD telecine,"196,00",,
ZIMA,0063467,,dokument,KF-K 001484,x,2014,Barrandov,HD telecine,"799,880000",,
ZIMA V ČESKOSLOVENSKU,0065367,1964,dokument,KF-K 26383,KF-K 26383,2016,Barrandov,HD telecine,"1 291,04",,
Zimní neděle na Ještědu,0064189,1926,dokument,P20700 ,P20700 ,28.3.2017,Barrandov,HD telecine,285.560000,viráž,
"ZÍTRA TO ROZTOČÍME, DRAHOUŠKU",0011799,1976,hraný,HF-K 012918,HF-K 012918,2015,Barrandov,HD telecine,"5645,080000",,
ZÍTRA VSTANU A OPAŘÍM SE ČAJEM,0011296,1977,hraný,HF-K 26728,HF-K 26728,2016,Barrandov,HD telecine,"5 423,60",,
ZKROCENÍ ČERNÉHO OBRA ,4001519,1935,animovaný,KF-K 006453,KF-K 006453,2012,Barrandov,HD telecine,"274,916667",pro DVD Český animovaný film 1925-1945,
ZKUSTE TO S BIDÝLKY ,0063479,1965,dokument,KF-K 6295,KF-K 6295,2016,Barrandov,HD telecine,"488,72",,
ZLATÉ SRDÉČKO,0010087,1916,hraný,HF-K 18061,x,2016,Barrandov,HD telecine,"1 668,84",,
ZLATO DÁLNÉHO VÝCHODU ,0063484,1965,dokument,KF-K 6296,KF-K 6296,2016,Barrandov,HD telecine,"662,28",,
ZLATOVLÁSKA,4001520,1955,animovaný,KF-K 42482,KF-K 42482,2016,Barrandov,HD telecine,"2 544,52",,
ZLÉ PONDĚLÍ,0011877,1960,hraný,HF-K 031304,HF-K 031304,2013,Barrandov,HD telecine,"4584,520000",,
ZLOČIN V DÍVČÍ ŠKOLE,0011803,1965,hraný,HF-K 029342,HF-K 029342,2014,Barrandov,HD telecine,"6349,200000",,
ZLOČIN V ŠANTÁNU,0012001,1968,hraný,HF-K 014062,HF-K 014062,2014,Barrandov,HD telecine,"4932,160000",,
ZLODĚJ,0010088,1919,hraný,HF-K 013434,x,2015,Barrandov,HD telecine,"651,280000",,
ZMAŘÍME PLÁNY VÁLEČNÝCH ZLOČINCŮ,0060301,1951,dokument,KF-K 014802,KF-K 014802,27.3.2017,FLB,HD telecine,"291,00",,
ZNÁ KAŠMÍR KAŠMÍRSKÉ ŠÁTKY?,0063494,1962,dokument,KF-K 6305,KF-K 6305,2016,Barrandov,HD telecine,"437,04",,
ZNAMENÍ RAKA,0012002,1966,hraný,HF-K 024250,HF-K 024250,2015,Barrandov,HD telecine,"5049,080000",,
ZNĚJÍCÍ VESMÍR ,4003389,1936,animovaný,KF-K 041745,KF-K 041745,2012,Barrandov,HD telecine,"118,812917",pro DVD Český animovaný film 1925-1945,
ZRALÉ VÍNO,0011426,1981,hraný,HF-K 019811,HF-K 019811,2015,Barrandov,HD telecine,"5438,080000",,
ZRCADLO,0010052,1948,hraný,HF-K 012224,HF-K 012224,2014,Česká televize,HD telecine,"462,040000",,
ZROZENÍ SOPKY,0063508,1953,dokument,KF-K 9484,KF-K 9484,2016,Barrandov,HD telecine,"738,32",,
ZTRACENÁ PANENKA,4000420,1959,animovaný,KF-K 4952,KF-K 4952,2016,Barrandov,HD telecine,"1 096,04",,
ZTRACENÁ VARTA,4001526,1956,animovaný,KF-K 001415,KF-K 001415,2014,Barrandov,HD telecine,"798,040000",,
ZTRATILA SE BÍLÁ PANÍ,0010911,1937,hraný,HF-K 030261,HF-K 030261,2015,Barrandov,HD telecine,"4689,080000",,
ZVĚČNĚNÉ VTEŘINY,0063510,,dokument,KF-K 013231,KF-K 013231,2014,Barrandov,HD telecine,"163,040000",,
ZVÍŘÁTKA A PETROVŠTÍ,4000387,1946,animovaný,KF-K 019804,KF-K 019804,2014,Barrandov,HD telecine,"491,027600",,
ŽEBRÁCKÁ OPERA,0010538,1991,hraný,HF-K 023149,HF-K 023149,2014,Barrandov,HD telecine,"5685,160000",,
ŽENA A RODINA,0063527,,dokument,KF-K 005236,KF-K 005236,2014,Barrandov,HD telecine,"776,840000",,
ŽENA NA ROZCESTÍ,0010931,1937,hraný,HF-K 003470,HF-K 003470,2014,Barrandov,HD telecine,"5675,400000",,
ŽENA RŮŽE SKŘÍTEK ZLOST,4001532,1969,animovaný,KF-K 11373,KF-K 11373,2016,Barrandov,HD telecine,"613,44",,
ŽENIT SE A NEZOUFAT! ,4000142,1933,animovaný,KF-K 013577,KF-K 013577,2012,Barrandov,HD telecine,"295,355833",pro DVD Český animovaný film 1925-1945,
ŽENY V JEDNOTNÝCH ZEMĚDĚLSKÝCH DRUŽSTVECH,0063530,,dokument,KF-K 005748,KF-K 005748,2015,Barrandov,HD telecine,"837,560000",,
ŽERT,0011811,1968,hraný,HF-K 008105,HF-K 008105,2015,Barrandov,HD telecine,"4648,080000",,
ŽERTÍKEM S ČERTÍKEM,4001972,1980,animovaný,KF-K 019824,KF-K 019824,2015,Barrandov,HD telecine,"367,040000",,
ŽIJEME LÉPE - ŽIJEME RADOSTNĚJI,0063536,,dokument,KF-K 005683,KF-K 005683,2015,Barrandov,HD telecine,"447,040000",,
ŽIJEME V PRAZE,0060531,,dokument,KF-K 015849,KF-K 015849,2014,Barrandov,HD telecine,"788,040000",,
ŽÍT SVŮJ ŽIVOT,0063542,1963,dokument,KF-K 13225,KF-K 13225,2016,Barrandov,HD telecine,"747,36",,
ŽIVÁ VODA,0065608,,dokument,KF-K 026771,KF-K 026771,2015,Barrandov,HD telecine,"907,040000",,
ŽIVÉ MODELY,0010092,1912,hraný,HF-K 012243,x,2015,Barrandov,HD telecine,"119,800000",,
ŽIVOT JE KRÁSNÝ,0010520,1940,hraný,HF-K 018500,HF-K 018500,2015,Česká televize,HD telecine,"5909,320000",,
